id,mol_weight,formula
C15531,270.28,C16H14O4
C16508,282.3752,C16H26O4
C16419,270.28,C16H14O4
C12125,268.2641,C16H12O4
C11501,281.2248,C10H11N5O5
C16603,268.2674,C15H12N2O3
C16702,273.327,C16H19NO3
C19615,286.407,C16H30O4
C00566,941.6424,C27H42N7O22P3S
C05548,187.1931,C8H13NO4
C03846,188.2242,C8H16N2O3
C05589,183.2044,C9H13NO3
C21175,931.6921,C30H44N7O19P3S
C12450,934.7391,C30H49N8O18P3S
C11407,933.7511,C31H50N7O18P3S
C12325,182.1302,C8H6O5
C14120,921.6989,C32H42N7O17P3S
C17225,205.3177,C9H19NO2S
C20895,179.2157,C10H13NO2
C02809,281.3308,C12H15N3O3S
C10772,248.3639,C15H24N2O
C03357,894.6753,C27H45N8O18P3S
C05318,250.3581,C18H20N
C21174,1969.108,C86H160N3O40P3
C21779,270.2216,C11H15N2O4P
C16503,250.3764,C16H26O2
C20154,242.2699,C15H14O3
C18132,262.3441,C16H22O3
C20643,243.344,C16H21NO
C13454,266.3328,C15H22O4
C19895,254.2806,C16H14O3
C15609,256.2534,C15H12O4
C15616,252.2647,C16H12O3
C16506,270.3645,C15H26O4
C20140,826.2836,C38H52ClN3O15
C20402,264.3169,C15H20O4
C20872,252.2647,C16H12O3
C21444,257.2878,C14H15N3O2
C06022,791.6721,C29H51N3O18P2
C15864,,C47H67O7R
C15917,,C47H63O7R
C15522,257.2465,C9H15N5O4
C02921,238.2381,C15H10O3
C05643,248.2777,C13H16N2O3
C02951,232.1889,C12H8O5
C03954,239.2692,C15H13NO2
C05901,244.2427,C14H12O4
C21188,,C9H17N5O2R2
C06637,283.5803,C14H9Cl3
C05314,237.3395,C17H19N
C16560,250.3367,C14H22N2O2
C16582,254.2393,C11H14N2O5
C16584,254.2393,C11H14N2O5
C13626,244.2857,C15H16O3
C13631,244.2857,C15H16O3
C13632,226.2705,C15H14O2
C16154,563.3011,C15H23N3O16P2
C18254,218.25,C16H10O
C20405,250.3334,C15H22O3
C20986,310.0897,C5H12O11P2
C20820,274.3366,C11H18N2O4S
C20155,167.1255,C5H5N5O2
C17141,,(C26H40N2O33S4)n
C16461,168.2328,C10H16O2
C12323,167.162,C8H9NO3
C16246,294.9281,C7H5Br2NO2
C16257,915.6927,C30H44N7O18P3S
C06034,177.1552,C6H11NO5
C07118,913.6769,C30H42N7O18P3S
C16182,253.9385,C6H8Cl4O2
C17221,191.2911,C8H17NO2S
C21121,708.0202,C41H73NO8
C21507,,C25H41O2SR
C03479,473.4393,C20H23N7O7
C21190,,C8H15N5O2R2
C04277,226.3153,C12H22N2O2
C20589,275.1504,C6H14NO9P
C04649,,C8H14NO6(C12H19NO19S3)n
C05546,,C10H20N3O2R2
C06642,249.1352,C14H10Cl2
C21307,221.1663,C10H7NO5
C18216,230.2161,C13H10O4
C16208,224.2546,C15H12O2
C16705,237.2949,C13H19NO3
C19678,234.334,C15H22O2
C19717,236.224,C11H12N2O4
C20309,234.334,C15H22O2
C20857,218.2054,C12H10O4
C21321,236.1776,C11H8O6
C21347,,C10H10IO4SR
C21506,,C23H37O2SR
C02290,161.2221,C7H17N2O2
C03761,162.1406,C6H10O5
C04524,306.2244,C14H10O8
C01109,158.1552,C6H10N2O3
C06035,158.1088,C6H6O5
C16666,153.1784,C8H11NO2
C03409,160.128,C5H8N2O4
C02656,160.1678,C7H12O4
C07301,151.1626,C8H9NO2
C15524,899.6503,C29H40N7O18P3S
C12092,900.6814,C29H43N8O17P3S
C04043,152.1473,C8H8O3
C06558,156.1426,C5H8N4O2
C06671,940.5303,C28H38Cl2N7O17P3S
C17268,148.1586,C9H8O2
C17217,177.2645,C7H15NO2S
C21179,,C5H9N2O3R
C02983,218.2518,C12H14N2O2
C16831,218.2518,C12H14N2O2
C20772,208.1675,C10H8O5
C04574,927.2623,C55H92O7P2
C04087,,C8H10N4O2R2
C01557,216.1895,C12H8O4
C01864,216.1895,C12H8O4
C04299,242.1205,C6H11O8P
C19938,220.3505,C15H24O
C05830,219.1935,C11H9NO4
C05655,227.1709,C9H9NO6
C07646,293.0848,C7H15Cl2N2O4P
C07723,196.2014,C13H8O2
C11512,224.2961,C13H20O3
C11433,208.2552,C15H12O
C11811,262.0915,C5H12O8P2
C19711,220.3505,C15H24O
C12467,,C9H8NO4SR
C15767,232.2337,C9H16N2O5
C16015,214.2598,C14H14O2
C20307,220.3505,C15H24O
C17953,220.3505,C15H24O
C19563,223.2285,C10H13N3O3
C19566,223.2285,C10H13N3O3
C16557,293.0848,C7H15Cl2N2O4P
C16572,222.2835,C12H18N2O2
C20582,216.188,C9H12O6
C19577,225.2444,C10H15N3O3
C19580,225.2444,C10H15N3O3
C20980,216.2326,C13H12O3
C21182,260.2191,C6H12O9S
C21151,,C15H24N5O4R2
C21283,187.1947,C11H9NO2
C17558,767.3025,C55H90O
C04142,,C7H10N2O4R2
C02515,307.0851,C9H10INO3
C02381,208.2106,C11H12O4
C20858,,C7H11N3O3R2
C21080,216.3172,C12H24O3
C15503,213.1873,C9H11NO5
C05364,202.1183,C7H6O7
C04642,200.1455,C8H8O6
C05660,205.2099,C11H11NO3
C08299,204.2682,C12H16N2O
C12459,190.2384,C12H14O2
C14801,207.1828,C10H9NO4
C20581,202.1614,C8H10O6
C20758,,C6H8N2O4SR2
C00940,145.1134,C5H7NO4
C05572,145.1134,C5H7NO4
C20447,895.617,C26H40N7O20P3S
C03078,144.175,C5H12N4O
C03656,145.1564,C6H11NO3
C06387,906.0852,C28H39ClN7O17P3S
C05672,169.0731,C3H8NO5P
C06030,146.0981,C5H6O5
C05825,145.1564,C6H11NO3
C16273,895.66,C27H44N7O19P3S
C17962,167.1003,C4H10NO4P
C16710,399.437,C22H25NO6
C21108,,C19H31O3SR
C18064,534.6481,C33H34N4O3
C20359,620.3525,C17H26N4O17P2
C04882,1193.9458,C41H65N9O28P2
C20800,195.2151,C10H13NO3
C04212,,C5H8O6PR
C05588,197.231,C10H15NO3
C20635,189.2105,C11H11NO2
C01297,194.2304,C10H14N2O2
C19298,192.189,C12H9O.
C03957,,C5H6N2O5R2
C05319,,C7H13N2O2SR2
C11427,172.18,C11H8O2
C04311,,C6H8N2O4R2
C04050,176.172,C9H8N2O2
C04593,206.1501,C7H10O7
C05575,198.2422,C9H16N3O2
C04484,186.1189,C7H6O6
C04731,189.2536,C12H15NO
C05584,198.1727,C9H10O5
C16360,196.1634,C7H8N4O3
C12248,202.1249,C5H6N4O5
C16356,196.1634,C7H8N4O3
C16403,183.1647,C7H9N3O3
C18242,243.4287,C6HCl3O4
C21376,,C8H8NO3SR
C21570,190.1986,C10H10N2O2
C21366,,C27H45N4O21PR2
C06432,1078.8584,C37H60N8O25P2
C20672,630.3936,C18H28N6O15P2
C21609,,C18H26O19PR3
C12401,368.3368,C20H16O7
C17323,,C12H18N3O10PS(C5H8O6PR)n(C5H8O6PR)n
C02362,131.0868,C4H5NO4
C04348,883.6063,C25H40N7O20P3S
C02376,125.1286,C5H7N3O
C00436,131.1762,C5H13N3O
C09815,121.1366,C7H7NO
C19809,128.1723,C6H12N2O
C02800,130.0987,C5H6O4
C05527,152.1259,C3H4O5S
C02091,133.106,C3H7N3O3
C01933,131.1729,C6H13NO2
C05936,129.157,C6H11NO2
C06382,133.106,C3H7N3O3
C08735,146.5351,C3H3ClN4O
C08737,126.1199,C3H6N6
C11950,128.169,C7H12O2
C19780,130.1451,C5H10N2O2
C19775,827.5613,C23H37FN7O17P3S
C18473,190.2004,C6H14N4O3
C20807,181.1885,C9H11NO3
C06213,174.2423,C11H14N2
C02466,239.9397,H3P3O9
C11514,188.1348,C7H8O6
C11515,188.1348,C7H8O6
C20361,178.231,C10H14N2O
C00971,165.1461,C8H7NO3
C04718,184.2322,C10H16O3
C04397,,C6H8N2O3R2
C04398,,C6H8N2O3R2
C05582,182.1733,C9H10O4
C02574,765.6699,C25H44N13O13P
C03796,767.8382,C35H62NO15P
C02938,156.1839,C10H8N2
C05601,190.1507,C7H10O6
C04309,198.0679,C4H7O7P
C04409,185.1342,C7H7NO5
C20844,177.1552,C6H11NO5
C20234,187.1964,C7H13N3O3
C20258,187.1501,C7H9NO5
C11457,166.1739,C9H10O3
C14784,178.1846,C10H10O3
C11553,,C12H16NO14SR2(R1)3
C05422,174.1082,C6H6O6
C06052,165.1461,C8H7NO3
C05829,190.154,C6H10N2O5
C05594,184.1892,C9H12O4
C06201,190.1507,C7H10O6
C16357,166.1374,C6H6N4O2
C21602,160.2157,C10H12N2
C10454,178.2277,C11H14O2
C10478,178.2277,C11H14O2
C11406,186.2481,C10H18O3
C11440,,C11H17N4O5SR3
C19079,184.2322,C10H16O3
C12109,189.1659,C7H11NO5
C12834,208.9837,C6H2Cl2O4
C14097,182.1302,C8H6O5
C16355,182.1368,C6H6N4O3
C16359,182.1368,C6H6N4O3
C18067,188.264,C10H20O3
C18304,188.5652,C7H5ClO4
C18309,188.5652,C7H5ClO4
C19569,179.1727,C9H9NO3
C20324,184.2322,C10H16O3
C20603,188.1845,C6H12N4O3
C21248,173.1665,C7H11NO4
C20156,589.3815,C18H29N3O15P2
C20992,280.4024,C17H28O3
C15563,381.2359,C10H16N5O9P
C18349,352.2498,C15H12O10
C16155,534.2599,C14H20N2O16P2
C21502,1641.7642,C77H132N2O27P4
C04867,280.4024,C17H28O3
C02904,172.2646,C10H20O2
C03703,158.1121,C5H6N2O4
C03986,167.162,C8H9NO3
C05831,167.162,C8H9NO3
C06891,160.1247,C6H8O5
C06524,148.205,C9H12N2
C20322,168.2328,C10H16O2
C03154,525.5506,C20H39N5O11
C02274,148.1586,C9H8O2
C01280,743.5497,C21H43N7O18P2
C08300,151.2056,C9H13NO
C03057,150.1314,C8H6O3
C05851,146.1427,C9H6O2
C20699,527.5234,C19H37N5O12
C03297,,C21H39N5O8(R1)(R2)
C06199,165.2322,C10H15NO
C09844,154.2493,C10H18O
C15505,231.8915,C6H2Cl4O
C04433,170.2487,C10H18O2
C07095,210.9996,C6H4Cl2O4
C06207,168.1467,C8H8O4
C18129,,C12H19O16P2R3
C06343,145.158,C9H7NO
C06342,161.1574,C9H7NO2
C07478,172.1354,C7H8O5
C21156,725.5847,C25H44NO21P
C21155,165.1461,C8H7NO3
C15769,165.1461,C8H7NO3
C11940,166.217,C10H14O2
C14790,143.1852,C10H9N
C15538,462.5757,C26H38O7
C21537,,C5H11NO4S(CH2)n
C04589,767.4801,C17H27N3O23P2S2
C04920,,C22H36O22SR2
C19781,114.1457,C5H10N2O
C05130,110.1139,C5H6N2O
C00990,116.1616,C5H12N2O
C00872,119.0761,C3H5NO4
C21430,,C3H4NO2SR
C03237,867.6499,C26H44N7O18P3S
C04808,1527.8265,C79H132O24P2
C18904,181.0486,C4H6O3Se
C20827,118.1311,C5H10O3
C21400,865.6771,C27H46N7O17P3S
C06651,418.4839,C14H9Cl5O4
C03640,465.6273,C23H50N2O5P
C03524,491.5789,C21H41N5O8
C20626,1804.0697,C89H148N2O31P2
C01046,161.1558,C6H11NO4
C02728,160.2141,C7H16N2O2
C20634,151.1626,C8H9NO2
C03731,661.554,C21H40N7O15P
C13482,169.1161,C4H12NO4P
C05585,138.1207,C7H6O3
C12305,152.1473,C8H8O3
C02235,155.1082,C6H5NO4
C03652,162.1406,C6H10O5
C01088,162.1406,C6H10O5
C01626,456.5314,C25H32N2O6
C16777,136.234,C10H16
C03711,151.2056,C9H13NO
C05938,147.1293,C5H9NO4
C04431,140.0936,C6H4O4
C04227,153.1784,C8H11NO2
C04350,151.1626,C8H9NO2
C20846,160.128,C5H8N2O4
C06184,155.2374,C9H17NO
C06442,160.1711,C6H12N2O3
C11938,152.2334,C10H16O
C11510,211.473,C7H5Cl3O
C16650,160.2108,C8H16O3
C20464,134.1751,C9H10O
C16930,134.1751,C9H10O
C13636,152.1473,C8H8O3
C12312,133.1473,C8H7NO
C20690,819.9951,C6H20O30P8
C12647,929.7605,C42H41O24
C14088,152.1473,C8H8O3
C15513,150.1745,C9H10O2
C16400,137.1823,C7H11N3
C18061,,C5H8NO4R
C21167,152.1473,C8H8O3
C19857,1751.9488,C85H140O33P2
C20245,687.3336,C17H28N3O20P3
C04840,444.6896,C29H48O3
C19703,444.4546,C15H28N2O11S
C21599,401.4098,C21H23NO7
C06251,2028.3628,C96H176N2O38P2
C02530,,C28H45O2R
C06424,228.3709,C14H28O2
C19876,2286.4136,C100H178N2O51P2
C17234,101.1039,C4H7NO2
C01656,,C3H3O3R
C04131,,C2H3NO3(CH2)n
C01842,101.1469,C5H11NO
C06555,103.08,C2H5N3O2
C12455,101.1469,C5H11NO
C10974,101.1469,C5H11NO
C06141,,C67H113N4O39R
C20721,1449.2536,C66H75Cl2N9O24
C03961,149.1021,C4H7NO5
C02837,128.1723,C6H12N2O
C03463,,C10H18O13P2R2(C5H8O6PR)n
C03172,164.2459,C6H14NO2S
C20850,148.1604,C5H12N2O3
C03947,154.0584,C3H7O5P
C20645,136.1479,C8H8O2
C01004,137.136,C7H7NO2
C05941,147.1293,C5H9NO4
C03548,132.0716,C4H4O5
C03338,140.1366,C7H8O3
C15607,146.1014,C4H6N2O4
C05100,146.1445,C5H10N2O3
C02846,121.1796,C8H11N
C04494,683.1402,C10H18N5O20P5
C03368,607.5,C20H38N3O16P
C19850,607.5,C20H38N3O16P
C06029,148.114,C5H8O5
C06648,140.567,C7H5ClO
C10164,123.1094,C6H5NO2
C05708,212.1057,C5H11NO3Se
C06459,168.1513,C5H15NO3P
C05828,140.1399,C6H8N2O2
C06762,146.1412,C6H10O4
C07211,136.1479,C8H8O2
C07215,136.1479,C8H8O2
C16570,137.179,C8H11NO
C20448,142.1094,C6H6O4
C16299,843.7144,C39H39O21
C16075,135.1632,C8H9NO
C16248,267.9028,C6H4Br2O2
C06125,,C25H46NO11SR
C05981,,C11H20O22P4R2
C01884,,C21H35O2R(C5H8)n
C02821,404.4966,C23H32O6
C21747,382.3636,C14H26N2O10
C11784,396.4794,C23H28N2O4
C12377,350.3216,C20H14O6
C05642,264.2771,C13H16N2O4
C05155,285.6406,C10H8ClN3O5
C05898,1920.2395,C95H156N8O28P2
C16264,262.2149,C13H10O6
C18256,256.2534,C15H12O4
C16239,,C8H13OS3R
C11504,175.184,C10H9NO2
C19696,,H2O(C43H69N9O22)n
C06568,416.4063,C15H20N4O8S
C12376,336.295,C19H12O6
C02128,,C10H18O11P2R2(C5H8O5PR)n
C03281,564.4785,C18H37N4O14P
C03673,595.2431,C13H20N5O16P3
C03642,563.7674,C26H45NO8S2
C05893,1876.23,C94H156N8O26P2
C16261,548.7296,C27H48O9S
C05147,131.1299,C5H9NO3
C00791,113.1179,C4H7N3O
C02642,132.1179,C4H8N2O3
C20907,,(C14H21NO17S2)n
C01387,114.2285,C8H18
C02129,130.1418,C6H10O3
C03241,130.1418,C6H10O3
C12314,130.1418,C6H10O3
C03819,,C10H18O12PR
C02744,541.6957,C24H47NO10S
C03575,234.0344,C7H7IO
C02777,114.1026,C4H6N2O2
C06593,113.1576,C6H11NO
C03458,127.0981,C5H5NO3
C15559,529.6865,C26H43NO8S
C15985,368.4693,C22H28N2O3
C06605,261.2777,C10H16NO3PS
C07734,250.2042,C12H10O6
C12374,322.3115,C19H14O5
C14450,127.5715,C6H6ClN
C14842,191.0226,C6H7BrO2
C16209,242.2268,C14H10O4
C19856,1251.5435,C67H112O17P2
C03614,588.1457,C10H16N4O17P4
C01212,750.4943,C23H36N4O20P2
C18004,534.4526,C17H35N4O13P
C17959,1235.5441,C67H112O16P2
C15557,433.6239,C26H43NO4
C21260,535.4373,C17H34N3O14P
C21503,1701.8162,C79H136N2O29P4
C05993,389.2579,C12H16N5O8P
C02130,384.3332,C14H24O12
C19784,383.3484,C14H25NO11
C19779,88.1084,C3H8N2O
C01444,89.0501,C2H3NO3
C11503,161.1574,C9H7NO2
C06384,90.0812,C2H6N2O2
C18710,962.9826,C47H62O21
C21159,198.1329,C7H6N2O5
C21327,,C8H9N2O2SR
C03897,542.4253,C15H10O16S3
C03898,542.4253,C15H10O16S3
C07731,234.2048,C12H10O5
C06587,252.6505,C12H9ClO4
C08062,233.22,C12H11NO4
C20933,2082.4532,C100H182N2O38P2
C04352,402.3578,C12H23N2O9PS
C17582,365.3795,C14H27N3O8
C04505,,(C12H16NO9R)n
C08721,,(C12H16NO9R)n
C20816,352.3839,C11H16N2O7S2
C20416,1208.479,C64H107NO16P2
C04316,907.7138,C29H48N7O18P3S
C21194,,C110H207N2O26P2R
C20498,1534.824,C79H129N3O22P2
C04830,1292.5954,C69H115NO17P2
C20617,1292.5954,C69H115NO17P2
C01103,368.1908,C10H13N2O11P
C01403,108.1378,C7H8O
C18043,466.7167,C27H46O4S
C06019,260.1358,C6H13O9P
C04015,351.3065,C13H21NO10
C04016,351.3065,C13H21NO10
C04017,351.3065,C13H21NO10
C15987,117.1463,C5H11NO2
C04796,229.1867,C9H11NO6
C04797,229.1867,C9H11NO6
C00635,,(C14H21NO14S)n
C02075,,C21H29O2R
C14179,140.1152,C2H4O5S
C19685,889.634,C23H38N7O20P3S2
C01026,103.1198,C4H9NO2
C02502,95.0993,C5H5NO
C01717,189.1675,C10H7NO3
C04477,500.0755,C6H16O18P4
C04520,500.0755,C6H16O18P4
C07272,97.0721,C4H3NO2
C05682,140.0319,C2H5O5P
C05678,141.063,C2H8NO4P
C17951,365.3193,C13H24N3O7P
C06581,228.1987,C10H12O6
C16262,214.2167,C13H10O3
C16214,220.1782,C11H8O5
C16259,474.6511,C24H42O7S
C16366,198.1793,C7H10N4O3
C18282,272.2974,C19H12O2
C18283,272.2974,C19H12O2
C04447,183.1614,C8H9NO4
C03625,,C6H10N2O3R2
C16236,,C8H16NOR
C00054,427.2011,C10H15N5O10P2
C00255,376.3639,C17H20N4O6
C05696,554.1593,C10H15N5O13P2Se
C16617,524.2314,C10H15N4O13P3S
C02589,,C11H16N3O7SR
C03601,365.1661,C13H14Cl2N2O6
C03587,,C20H31O2R
C04315,,C10H17O9R
C05622,650.5383,C29H30O17
C16418,314.2895,C17H14O6
C05861,,C48H84N2O27P2(C5H8)n
C03028,505.2943,C12H20N4O10P3S
C13378,485.3663,C14H23N4O9P2S
C02822,442.5231,C21H30O8S
C05647,208.2139,C10H12N2O3
C05835,207.1828,C10H9NO4
C01909,214.2615,C10H18N2O3
C04366,212.1562,C9H8O6
C04479,214.1721,C9H10O6
C18345,216.1449,C8H8O7
C07721,200.2332,C13H12O2
C11039,497.1829,C10H18N3O14P3
C12624,212.1562,C9H8O6
C20367,215.1171,C7H5NO7
C04230,,C9H20NO7PR
C04233,,C9H20NO7PR
C04517,,C10H22NO6PR
C05974,,C7H13NO9PR
C18125,,C7H13NO9PR
C04711,292.3733,C14H12O3S2
C06336,190.1738,C6H6O5S
C20707,1063.183,C51H82O23
C16289,621.4772,C27H25O17
C20437,256.3428,C16H20N2O
C05892,1007.7805,C34H55N7O24P2
C16517,368.4048,C16H20N2O6S
C21746,397.5504,C16H31NO6S2
C01921,465.6227,C26H43NO6
C03634,504.6124,C28H40O8
C01812,59.044,C2H3O2X
C05665,73.0938,C3H7NO
C16288,605.4778,C27H25O16
C06216,1152.9995,C42H72O36
C03148,,C3H6NO2R
C02960,,C19H37NO6PR
C18126,,C7H14O9PR
C01958,,C18H27O2R
C03115,462.306,C15H29O10P3
C01036,200.1455,C8H8O6
C19720,1007.7805,C34H55N7O24P2
C02724,94.1344,C6H8N
C11249,84.1595,C6H12
C01770,86.0892,C4H6O2
C03392,121.1781,C4H9O2S
C17372,314.3574,C13H18N2O5S
C21650,383.5239,C15H29NO6S2
C21525,83.1317,C5H9N
C20176,443.2005,C10H15N5O11P2
C20725,947.1539,C48H82O18
C21297,104.1045,C4H8O3
C05464,449.6233,C26H43NO5
C11695,347.5347,C22H37NO2
C21295,239.2493,C14H11N2O2
C06132,,C59H102N3O32R
C05983,403.2845,C13H18N5O8P
C03153,160.1711,C6H12N2O3
C03623,159.14,C6H9NO4
C02591,422.2764,C12H23O14P
C03120,,C3H8O6PR
C02775,149.1467,C8H7NO2
C21505,,C7H5O2SR
C00362,347.2212,C10H14N5O7P
C02995,422.2764,C12H23O14P
C20237,422.2764,C12H23O14P
C20985,422.3597,C12H22O14S
C18044,396.5408,C21H32O5S
C03679,151.5929,C8H6ClN
C06173,311.3749,C19H21NO3
C06423,144.2114,C8H16O2
C17240,345.3682,C14H19NO7S
C21219,415.3301,C14H26NO11P
C04913,,C49H76N4O39R2
C20427,1358.6999,C73H121N3O16P2
C05212,,C9H19NO7PR2
C19865,796.9809,C42H68O14
C04864,459.3798,C14H21NO14S
C04865,459.3798,C14H21NO14S
C21477,196.2047,C12H8N2O
C01081,345.3345,C12H18N4O4PS
C03666,186.1189,C7H6O6
C04480,186.1189,C7H6O6
C02167,186.1189,C7H6O6
C02153,409.432,C14H19NO9S2
C06196,332.2066,C10H13N4O7P
C08358,380.4553,C19H24O6S
C08359,382.4711,C19H26O6S
C12638,550.4225,C24H22O15
C06339,179.1727,C9H9NO3
C15989,396.4559,C18H37O7P
C16398,152.1506,C7H8N2O2
C18320,152.1506,C7H8N2O2
C14102,176.2118,C11H12O2
C21211,401.3035,C13H24NO11P
C19151,902.7066,C34H43N6O21P
C18802,905.7966,C35H52N7O19P
C15850,899.0048,C41H62N12O11
C16687,,C12H23O14P(C36H61O33P)n
C06136,,C45H79N2O23R
C11976,905.1187,C49H76O15
C04438,,C6H13NO7PR
C05973,,C6H13NO7PR
C18048,275.2585,C10H17N3O6
C12625,532.4503,C25H24O13
C16231,532.4503,C25H24O13
C16197,532.4503,C25H24O13
C20678,887.0589,C45H74O17
C11960,891.0922,C48H74O15
C11975,891.0922,C48H74O15
C11984,887.1035,C49H74O14
C06241,389.2498,C11H20NO12P
C06124,379.4718,C18H38NO5P
C03892,,C8H14O13P2R2
C01200,,C10H17NO12PR
C01120,381.4877,C18H40NO5P
C04555,368.4876,C19H28O5S
C04187,401.2036,C10H17N3O10P2
C20674,298.2752,C11H16N5O5
C17248,341.4441,C12H23NO6S2
C16489,388.3081,C12H25N2O10P
C19562,352.4036,C20H16O4S
C20859,,C10H16O9R2
C12003,743.8785,C37H61NO14
C11959,877.0656,C47H72O15
C11968,873.0769,C48H72O14
C11983,873.0769,C48H72O14
C10020,518.4237,C24H22O13
C16192,518.4237,C24H22O13
C16222,516.4509,C25H24O12
C16224,518.4667,C25H26O12
C03517,,H3P2O7R
C05715,128.1292,C5H8N2O2
C03716,146.0981,C5H6O5
C21098,,C6H12NOSR
C11967,859.0503,C47H70O14
C04925,,C53H92N3O28R
C04576,940.6772,C41H32O26
C04938,,C53H92N3O28R
C04939,,C53H92N3O28R
C16354,951.8076,C42H47O25
C20864,,C10H20O19P4R(R1)(C5H8O6PR)n
C02704,112.1051,CH4O4S
C03137,246.2619,C13H14N2O3
C00538,,C2HO2R
C20121,302.3462,C15H27O4P
C02538,350.4293,C18H22O5S
C15668,69.1051,C4H7N
C08357,352.4452,C18H24O5S
C04062,340.1157,C6H14O12P2
C04063,340.1157,C6H14O12P2
C16482,174.1265,C7H7FO4
C16479,174.1265,C7H7FO4
C02659,85.1045,C4H7NO
C03219,87.1204,C4H9NO
C21027,373.2504,C11H20NO11P
C04486,234.3372,C12H10OS2
C05775,278.3037,C14H18N2O4
C06145,68.074,C4H4O
C06641,237.1245,C13H10Cl2
C11148,147.3877,C2HCl3O
C07087,168.1467,C8H8O4
C18246,133.4042,C2H3Cl3
C17244,327.4175,C11H21NO6S2
C16191,502.4243,C24H22O12
C14860,130.958,C2H4Cl2O2
C16507,364.371,C16H29O7P
C16674,174.1546,C6H10N2O4
C18318,172.1354,C7H8O5
C20267,138.1704,C6H10N4
C21389,74.1216,C4H10O
C12636,918.8008,C42H46O23
C20473,,C42H45O21R2
C15489,924.7028,C31H43N8O17P3S
C06218,828.7183,C30H52O26
C10175,742.6321,C32H38O20
C03506,287.2057,C11H14NO6P
C02590,336.4458,C18H24O4S
C04732,276.2465,C9H16N4O6
C04924,,C50H86N3O26R
C20460,889.7828,C41H45O22
C06254,,C4H7O7PR2
C06658,202.2078,C8H14N2O4
C06244,59.0672,C2H5NO
C06753,80.5135,C2H5ClO
C12470,,C5H8NOSR
C02722,129.2001,C7H15NO
C12406,696.7375,C37H44O13
C16196,240.2325,C10H8O5S
C16304,713.571,C30H33O20
C18635,699.7414,C36H45NO13
C03145,177.2214,C6H11NO3S
C04634,156.136,C7H8O4
C03150,255.2472,C11H15N2O5
C03742,149.1467,C8H7NO2
C05841,256.232,C11H14NO6
C05325,332.2066,C10H13N4O7P
C07089,176.5545,C6H5ClO4
C06210,156.136,C7H8O4
C05131,258.228,C10H14N2O6
C16266,176.5545,C6H5ClO4
C11354,128.1259,C6H8O3
C11472,370.1417,C7H16O13P2
C11544,268.2179,C9H16O9
C16475,160.0999,C6H5FO4
C20670,175.5697,C6H6ClNO3
C21383,348.1978,C9H17O12P
C16213,160.1693,C10H8O2
C16833,914.708,C30H45N8O17P3S
C05122,515.703,C26H45NO7S
C03974,,C4H8O7PR
C20225,222.2372,C12H14O4
C03773,,C8H13O7R
C16255,,C10H18NO2S2R
C05636,180.2038,C9H12N2O2
C03837,218.2054,C12H10O4
C04504,,C8H14N2O4R2
C15647,,C6H9O7PR2
C20654,224.21,C11H12O5
C20921,230.2179,C9H14N2O5
C21777,220.2246,C11H12N2O3
C01167,,C10H11N2O6PR2
C03721,,C10H10N2O6SR2
C02067,244.2014,C9H12N2O6
C02855,350.1602,C6H16N4O9P2
C16594,263.3537,C11H21NO4S
C11546,254.2344,C9H18O8
C05463,499.7036,C26H45NO6S
C04737,,C37H66NO18R
C04772,,C18H31O16(C12H20O10)n
C19868,652.6834,C32H44O14
C19869,652.6834,C32H44O14
C02101,,C6H12O6(C24H40O20)n
C06435,418.2958,C14H19N4O9P
C21168,182.1302,C8H6O5
C14448,58.0361,C2H2O2
C03451,379.3861,C13H21N3O8S
C03899,,C12H18N3O8SR
C03395,,C2H3O2R
C03519,207.2258,C11H13NO3
C02655,222.1926,C8H14O7
C05681,,C21H42N2O5PR
C15532,217.2224,C8H15N3O4
C01094,260.1358,C6H13O9P
C19776,,C5H8O11P2R2
C06603,142.1094,C6H6O4
C01104,75.1097,C3H9NO
C21101,,C7H14N5O5PR2
C08349,179.1711,C6H13NO5
C01231,340.1157,C6H14O12P2
C03267,260.1358,C6H13O9P
C01372,,C2H2R2
C05985,54.0474,C3H2O
C18232,143.0975,C5H5NO4
C04478,318.1719,C8H15O11P
C15509,340.3698,C20H20O5
C15510,340.3698,C20H20O5
C06697,122.9198,AsO3
C01998,53.0626,C3H3N
C02367,214.3013,C12H22O3
C05218,,C5H9O7PR2
C05697,144.9735,H2SeO4
C15488,62.043,C2H3FO
C21390,58.1222,C4H10
C18338,212.1562,C9H8O6
C19506,,(C8H8)n
C07308,137.9974,C2H7AsO2
C11143,78.1334,C2H6OS
C12668,788.6575,C33H40O22
C14857,112.9427,C2H2Cl2O
C15562,107.1531,C7H9N
C16314,789.6654,C33H41O22
C16351,773.6676,C36H37O19
C16420,209.2019,C9H11N3O3
C17260,,C7H12NO9S2R
C21249,171.1507,C7H9NO4
C21130,422.5549,C24H38O6
C21206,336.127,C7H14O11P2
C21671,306.3321,C12H18O7S
C05261,991.8733,C35H60N7O18P3S
C06510,1665.5066,C68H97CoN21O21P2
C16350,757.6682,C36H37O18
C16297,595.5276,C30H27O13
C21718,476.8191,C35H56
C11899,440.4841,C22H32O9
C15656,,C35H55N3O28R2
C04787,793.1196,C33H41O20.
C16349,741.6688,C36H37O17
C16271,731.012,C46H66O7
C20474,,C32H37O19R2
C20494,759.6395,C32H39O21
C19769,275.2552,C11H17NO7
C06041,,C20H33O20PR2
C20897,,C20H33O20PR2
